ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
395,High,M,M,0,66666.0,N,45,3930.39,26,982.5975,98.25975,3.9,5,19,0.0,196.5195
396,High,M,M,2,47639.1,N,41,17481.75,39,8740.875,874.0875,9.75,2,10,0.0,874.0875
397,High,F,M,2,63234.5,Y,52,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
398,Medium,F,M,2,18296.4,Y,43,80.01,10,20.0025,2.00025,1.5,2,10,0.0,2.00025
399,High,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,6,0.0,1143.6145
400,Low,F,S,1,70000.0,N,56,22822.28,63,11411.14,1141.114,15.75,1,9,1141.114,0.0
401,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,3,14,0.0,124.5125
402,High,F,M,2,52957.0,Y,40,25792.58,125,12896.29,1289.629,31.25,4,7,0.0,1289.629
403,High,F,S,2,86747.1,N,65,20152.02,37,10076.01,1007.601,9.25,2,7,0.0,1007.601
404,Low,F,M,1,87404.6,N,63,21632.16,139,10816.08,1081.608,34.75,3,10,1081.608,0.0
405,Low,F,M,2,85394.0,Y,20,19281.93,14,9640.965,964.0965,3.5,2,5,964.0965,0.0
406,Medium,F,S,0,2121.36,N,40,2020.2,36,505.05,50.505,5.4,3,10,0.0,50.505
407,High,F,M,2,63566.1,Y,56,7940.79,65,1985.1975,198.51975,9.75,3,19,0.0,397.0395
408,Medium,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,4,10,747.0745,0.0
409,Low,F,M,2,82644.2,Y,33,21972.2,19,10986.1,1098.61,4.75,5,9,1098.61,0.0
410,Medium,F,S,1,27783.6,N,14,4970.5,18,1242.625,124.2625,2.7,3,12,0.0,124.2625
411,Low,F,M,2,60485.5,N,42,11701.17,28,5850.585,585.0585,7.0,3,7,585.0585,0.0
412,High,F,M,2,809.43,Y,32,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
413,Low,M,S,1,76529.8,N,58,18461.85,20,9230.925,923.0925,5.0,3,10,923.0925,0.0
414,Low,F,M,2,34577.7,N,63,29182.92,116,14591.46,1459.146,29.0,1,8,1459.146,0.0
415,High,F,M,0,66666.0,N,67,27562.76,45,13781.38,1378.138,11.25,4,9,0.0,1378.138
416,High,F,S,2,19008.4,Y,52,10541.05,137,5270.525,527.0525,34.25,3,6,0.0,527.0525
417,Low,F,M,0,98056.3,N,56,23702.37,126,11851.185,1185.1185,31.5,5,9,1185.1185,0.0
418,High,M,M,0,80000.0,Y,53,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
419,High,M,M,0,78894.2,N,53,2000.2,43,500.05,50.005,6.45,3,19,0.0,100.01
420,Low,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,3,10,1020.602,0.0
421,Medium,M,S,1,62797.9,N,32,8320.83,55,2080.2075,208.02075,8.25,1,15,0.0,208.02075
422,Low,M,S,1,71329.9,Y,42,14271.43,45,7135.715,713.5715,11.25,4,5,713.5715,0.0
423,Low,F,S,0,20913.6,N,53,22992.3,65,11496.15,1149.615,16.25,1,6,1149.615,0.0
424,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,2,10,0.0,617.0615
425,High,M,M,2,67339.8,N,17,27832.78,48,13916.39,1391.639,12.0,4,6,0.0,1391.639
426,Low,M,M,1,75799.9,N,46,22242.22,64,11121.11,1112.111,16.0,3,7,1112.111,0.0
427,Low,F,S,2,15688.5,N,53,14391.44,8,7195.72,719.572,2.0,3,7,719.572,0.0
428,Medium,F,S,0,43382.3,N,16,29672.97,99,14836.485,1483.6485,24.75,3,5,0.0,1483.6485
429,Low,F,S,0,5185.31,N,62,16391.64,30,8195.82,819.582,7.5,4,10,819.582,0.0
860,High,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,3,17,0.0,140.014
861,High,M,M,2,29616.0,N,49,29782.98,45,14891.49,1489.149,11.25,3,8,0.0,1489.149
862,Low,M,M,0,19732.8,N,51,24812.48,22,12406.24,1240.624,5.5,1,9,1240.624,0.0
863,Medium,M,S,1,41690.5,Y,15,2500.25,28,625.0625,62.50625,4.2,2,15,0.0,62.50625
864,High,M,S,2,96.33,N,56,26132.61,32,13066.305,1306.6305,8.0,4,8,0.0,1306.6305
865,High,F,M,2,52004.8,N,25,5030.5,23,1257.625,125.7625,3.45,3,18,0.0,251.525
866,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,4,8,622.5625,0.0
867,High,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,2,10,0.0,1326.1325
868,Medium,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,3,6,0.0,1011.101
869,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,10,0.0,234.5235
870,High,M,D,0,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,5,20,0.0,482.5485
871,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,2,9,872.087,0.0
872,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,5,10,1119.612,0.0
873,Medium,F,S,0,78851.3,N,48,370.04,28,92.51,9.251,4.2,4,14,0.0,9.251
874,High,F,S,1,17540.7,Y,63,22172.22,13,11086.11,1108.611,3.25,3,7,0.0,1108.611
875,High,F,M,0,83891.9,Y,61,28922.89,45,14461.445,1446.1445,11.25,2,9,0.0,1446.1445
876,High,F,S,2,28220.8,N,39,26492.65,12,13246.325,1324.6325,3.0,1,7,0.0,1324.6325
877,Low,F,S,0,28589.1,N,16,13191.32,87,6595.66,659.566,21.75,4,10,659.566,0.0
878,Low,F,M,2,5237.63,N,49,13321.33,56,6660.665,666.0665,14.0,1,7,666.0665,0.0
879,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,4,8,0.0,577.0575
880,Low,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,2,5,741.574,0.0
881,High,F,M,2,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,5,18,0.0,239.524
882,High,F,M,1,57063.0,Y,52,16791.68,81,8395.84,839.584,20.25,3,8,0.0,839.584
883,Medium,F,M,2,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,3,12,0.0,82.00825
884,Low,F,S,0,45612.9,N,14,12531.25,311,6265.625,626.5625,77.75,5,9,626.5625,0.0
885,High,F,S,1,7737.94,N,43,11051.11,50,5525.555,552.5555,12.5,5,7,0.0,552.5555
886,Low,M,S,2,65000.0,N,45,21372.14,293,10686.07,1068.607,73.25,1,8,1068.607,0.0
887,High,F,M,2,45287.6,Y,29,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
888,High,F,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,5,7,0.0,618.562
889,High,F,S,1,16326.7,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
890,High,F,S,2,9559.78,N,51,18311.83,59,9155.915,915.5915,14.75,1,9,0.0,915.5915
891,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,5,6,1022.6025,0.0
892,High,F,M,2,83284.1,Y,28,26912.69,9,13456.345,1345.6345,2.25,5,9,0.0,1345.6345
893,Low,M,M,1,39229.1,N,26,28822.88,13,14411.44,1441.144,3.25,4,5,1441.144,0.0
894,Medium,F,S,0,68427.4,N,42,23762.38,50,11881.19,1188.119,12.5,5,10,0.0,1188.119
895,Medium,M,S,0,3601.71,N,49,9570.96,111,2392.74,239.274,16.65,5,10,0.0,239.274
896,Low,F,S,0,98716.3,N,56,20972.1,13,10486.05,1048.605,3.25,4,6,1048.605,0.0
897,Low,F,S,2,66182.7,Y,62,11701.17,47,5850.585,585.0585,11.75,1,8,585.0585,0.0
898,Low,F,M,2,84789.3,N,50,14221.42,10,7110.71,711.071,2.5,4,7,711.071,0.0
899,High,F,M,2,35976.5,Y,49,18851.89,31,9425.945,942.5945,7.75,3,6,0.0,942.5945
900,High,F,M,0,32703.1,Y,65,16801.68,56,8400.84,840.084,14.0,5,8,0.0,840.084
901,High,F,M,2,8204.72,N,53,15591.56,24,7795.78,779.578,6.0,5,9,0.0,779.578
902,High,M,M,1,97180.4,N,33,8210.82,45,2052.705,205.2705,6.75,4,18,0.0,410.541
903,High,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,5,8,0.0,582.058
904,High,M,S,0,64136.6,Y,61,16211.62,125,8105.81,810.581,31.25,2,7,0.0,810.581
905,High,F,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,5,5,0.0,1235.1235
906,Medium,F,S,0,25285.5,N,54,9370.94,11,2342.735,234.2735,1.65,5,11,0.0,234.2735
907,High,F,M,2,77551.1,Y,34,20532.05,41,10266.025,1026.6025,10.25,3,9,0.0,1026.6025
908,Low,F,M,0,38538.4,N,12,22862.29,16,11431.145,1143.1145,4.0,4,5,1143.1145,0.0
909,High,M,M,0,92881.8,N,21,2150.22,85,537.555,53.7555,12.75,5,20,0.0,107.511
910,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,8,1472.147,0.0
911,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,10,1119.112,0.0
912,Low,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,5,5,802.08,0.0
913,Medium,M,S,2,21021.6,Y,63,2000.2,11,500.05,50.005,1.65,1,11,0.0,50.005
914,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,10,1276.6275,0.0
915,High,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,2,9,0.0,1398.64
916,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,1,9,0.0,1139.614
917,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,10,1493.1495,0.0
918,Medium,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,1,6,0.0,1386.1385
919,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,2,13,0.0,76.0075
920,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,3,7,1107.611,0.0
921,High,M,M,2,42750.3,Y,50,20592.06,112,10296.03,1029.603,28.0,2,8,0.0,1029.603
922,High,F,S,2,2842.55,N,46,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
923,High,M,M,2,22358.1,N,53,15541.55,12,7770.775,777.0775,3.0,3,6,0.0,777.0775
924,High,M,M,0,47870.8,Y,27,7000.7,12,1750.175,175.0175,1.8,5,16,0.0,350.035
925,Low,F,S,2,6440.46,Y,70,22662.27,27,11331.135,1133.1135,6.75,5,10,1133.1135,0.0
926,Low,F,S,0,7325.5,N,37,28522.85,161,14261.425,1426.1425,40.25,2,8,1426.1425,0.0
927,High,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,5,19,0.0,418.042
928,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,5,13,0.0,152.76525
929,Medium,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,4,15,0.0,66.25675
930,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,2,5,0.0,1349.635
931,High,M,S,0,69000.0,Y,42,11631.16,115,5815.58,581.558,28.75,4,10,0.0,581.558
932,High,M,M,2,1406.05,Y,19,11551.16,15,5775.58,577.558,3.75,1,9,0.0,577.558
933,High,F,S,0,73228.3,N,61,22472.25,28,11236.125,1123.6125,7.0,1,8,0.0,1123.6125
934,High,F,S,2,76231.9,N,64,2010.2,150,502.55,50.255,22.5,4,15,0.0,100.51
935,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,1,8,0.0,652.5655
936,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,1,6,1496.1495,0.0
937,High,M,M,1,63437.3,N,64,680.07,10,170.0175,17.00175,1.5,3,20,0.0,34.0035
938,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,3,6,1371.137,0.0
939,Low,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,1,7,598.06,0.0
940,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,2,6,0.0,800.58
941,High,F,S,1,12686.0,N,65,23232.32,80,11616.16,1161.616,20.0,2,10,0.0,1161.616
942,Medium,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,7,0.0,518.052
943,Low,M,M,1,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,4,8,1471.647,0.0
944,Medium,M,M,0,60102.7,N,42,9840.98,62,2460.245,246.0245,9.3,2,15,0.0,246.0245
945,Low,F,M,2,17888.7,N,43,29412.94,332,14706.47,1470.647,83.0,5,10,1470.647,0.0
946,Low,F,S,1,12526.3,N,54,11721.17,28,5860.585,586.0585,7.0,5,9,586.0585,0.0
947,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,2,10,0.0,595.5595
948,Low,M,M,0,78572.2,Y,42,21812.18,29,10906.09,1090.609,7.25,1,5,1090.609,0.0
949,Low,F,M,2,48238.8,N,35,23282.33,168,11641.165,1164.1165,42.0,1,9,1164.1165,0.0
950,Low,F,M,0,28770.9,N,12,27992.8,16,13996.4,1399.64,4.0,4,6,1399.64,0.0
951,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,5,12,0.0,7.25075
952,Medium,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,4,5,1297.1295,0.0
953,High,F,S,2,76791.2,N,55,20712.07,23,10356.035,1035.6035,5.75,3,6,0.0,1035.6035
954,High,F,S,0,30763.8,Y,14,21322.13,35,10661.065,1066.1065,8.75,5,7,0.0,1066.1065
955,Medium,F,M,2,3193.6,N,54,4190.42,114,1047.605,104.7605,17.1,5,11,0.0,104.7605
956,High,M,M,1,69680.9,N,16,7670.77,32,1917.6925,191.76925,4.8,4,17,0.0,383.5385
957,High,F,M,0,83287.0,N,67,29642.96,90,14821.48,1482.148,22.5,2,8,0.0,1482.148
958,High,M,S,0,2056.06,Y,19,24072.41,27,12036.205,1203.6205,6.75,2,5,0.0,1203.6205
959,Low,F,M,2,7776.6,N,36,25872.59,68,12936.295,1293.6295,17.0,4,6,1293.6295,0.0
960,Low,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,5,5,762.5765,0.0
961,Medium,M,S,0,68000.0,N,63,4580.46,8,1145.115,114.5115,1.2,2,10,0.0,114.5115
962,High,M,M,0,69343.3,N,42,6360.64,15,1590.16,159.016,2.25,4,15,0.0,318.032
963,High,F,M,0,14932.5,N,42,4910.49,6,1227.6225,122.76225,0.9,3,18,0.0,245.5245
964,Medium,F,S,0,27498.1,N,43,2200.22,9,550.055,55.0055,1.35,3,15,0.0,55.0055
965,Low,M,M,2,21419.9,N,60,26392.64,103,13196.32,1319.632,25.75,4,10,1319.632,0.0
966,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,10,0.0,145.7645
967,Medium,F,M,1,78000.0,Y,59,6080.61,30,1520.1525,152.01525,4.5,3,11,0.0,152.01525
968,High,F,M,2,50561.3,N,46,16601.66,113,8300.83,830.083,28.25,1,5,0.0,830.083
969,High,F,S,2,23464.0,Y,52,22432.24,41,11216.12,1121.612,10.25,5,8,0.0,1121.612
970,High,F,M,2,194.57,N,70,28262.83,38,14131.415,1413.1415,9.5,5,6,0.0,1413.1415
971,Low,F,M,1,98680.4,Y,70,17581.76,8,8790.88,879.088,2.0,2,9,879.088,0.0
972,High,M,M,0,65619.7,Y,52,13561.36,144,6780.68,678.068,36.0,2,10,0.0,678.068
973,Medium,F,M,1,95620.3,Y,61,10911.09,93,5455.545,545.5545,23.25,3,9,0.0,545.5545
974,Low,F,S,0,85275.0,N,42,22482.25,151,11241.125,1124.1125,37.75,4,8,1124.1125,0.0
975,High,F,M,1,66921.4,Y,53,15701.57,8,7850.785,785.0785,2.0,2,7,0.0,785.0785
976,High,F,M,1,98453.6,Y,62,13721.37,11,6860.685,686.0685,2.75,5,7,0.0,686.0685
977,Low,F,M,2,94026.8,Y,28,25002.5,10,12501.25,1250.125,2.5,2,9,1250.125,0.0
978,High,F,S,2,57420.0,Y,43,25182.52,252,12591.26,1259.126,63.0,4,10,0.0,1259.126
979,High,M,M,0,68000.0,N,49,3930.39,26,982.5975,98.25975,3.9,4,19,0.0,196.5195
980,High,M,M,2,47639.1,N,43,17481.75,39,8740.875,874.0875,9.75,4,6,0.0,874.0875
981,High,F,M,2,63234.5,Y,52,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
982,Medium,M,M,0,3911.9,N,38,5720.57,25,1430.1425,143.01425,3.75,1,13,0.0,143.01425
983,High,F,M,2,18296.4,Y,43,80.01,10,20.0025,2.00025,1.5,4,18,0.0,4.0005
984,High,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,7,0.0,1143.6145
985,High,F,M,2,52957.0,Y,40,25792.58,125,12896.29,1289.629,31.25,1,5,0.0,1289.629
986,High,F,S,2,86747.1,N,65,20152.02,37,10076.01,1007.601,9.25,5,6,0.0,1007.601
987,High,F,M,1,87404.6,N,63,21632.16,139,10816.08,1081.608,34.75,2,5,0.0,1081.608
988,High,F,M,2,85394.0,Y,20,19281.93,14,9640.965,964.0965,3.5,3,8,0.0,964.0965
989,Medium,F,S,0,2121.36,N,40,2020.2,36,505.05,50.505,5.4,5,12,0.0,50.505
990,Medium,F,M,2,63566.1,Y,56,7940.79,65,1985.1975,198.51975,9.75,2,12,0.0,198.51975
991,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,3,6,747.0745,0.0
992,Medium,F,M,2,82644.2,Y,33,21972.2,19,10986.1,1098.61,4.75,1,9,0.0,1098.61
993,High,F,S,1,27783.6,N,14,4970.5,18,1242.625,124.2625,2.7,1,16,0.0,248.525
994,Low,F,M,2,60485.5,N,42,11701.17,28,5850.585,585.0585,7.0,4,6,585.0585,0.0
995,High,F,M,2,809.43,Y,32,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
996,Low,M,S,1,76529.8,N,58,18461.85,20,9230.925,923.0925,5.0,5,9,923.0925,0.0
997,High,F,M,2,34577.7,N,63,29182.92,116,14591.46,1459.146,29.0,3,9,0.0,1459.146
998,Low,F,S,2,19008.4,Y,52,10541.05,137,5270.525,527.0525,34.25,2,5,527.0525,0.0
999,Low,F,M,0,98056.3,N,56,23702.37,126,11851.185,1185.1185,31.5,5,5,1185.1185,0.0
1000,High,M,M,0,80000.0,Y,45,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1001,Medium,M,M,0,78894.2,N,34,2000.2,43,500.05,50.005,6.45,1,14,0.0,50.005
1002,Low,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,2,8,1020.602,0.0
1003,High,M,M,1,62797.9,N,54,8320.83,55,2080.2075,208.02075,8.25,5,15,0.0,416.0415
1004,High,M,S,1,71329.9,Y,42,14271.43,45,7135.715,713.5715,11.25,3,8,0.0,713.5715
1005,Low,F,S,0,20913.6,N,53,22992.3,65,11496.15,1149.615,16.25,3,6,1149.615,0.0
1006,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,4,6,0.0,617.0615
1007,High,M,M,2,67339.8,N,17,27832.78,48,13916.39,1391.639,12.0,1,5,0.0,1391.639
1008,High,M,M,1,75799.9,N,46,22242.22,64,11121.11,1112.111,16.0,3,10,0.0,1112.111
1009,Low,F,S,2,15688.5,N,53,14391.44,8,7195.72,719.572,2.0,2,7,719.572,0.0
1010,Low,F,S,0,43382.3,N,16,29672.97,99,14836.485,1483.6485,24.75,4,7,1483.6485,0.0
1011,Low,F,S,0,5185.31,N,62,16391.64,30,8195.82,819.582,7.5,4,5,819.582,0.0
1012,Low,F,S,1,35089.0,N,16,26012.6,108,13006.3,1300.63,27.0,3,8,1300.63,0.0
1013,Low,F,S,0,37000.0,N,22,22962.3,75,11481.15,1148.115,18.75,1,6,1148.115,0.0
1014,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,5,17,0.0,437.0435
1015,High,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,1,8,0.0,1097.1095
1016,High,F,S,2,11251.1,Y,47,28422.84,113,14211.42,1421.142,28.25,3,7,0.0,1421.142
1017,Medium,M,M,1,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,2,11,0.0,192.51925
1018,High,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,3,5,0.0,721.072
1019,Low,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,5,8,1022.6025,0.0
1020,High,M,M,0,100020.0,Y,46,16201.62,18,8100.81,810.081,4.5,1,9,0.0,810.081
1021,Low,M,M,0,69000.0,Y,52,29552.96,62,14776.48,1477.648,15.5,2,5,1477.648,0.0
1022,High,M,S,1,37626.0,N,34,7500.75,71,1875.1875,187.51875,10.65,2,16,0.0,375.0375
1023,Low,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,4,6,868.587,0.0
1024,High,M,M,1,120000.0,N,64,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1025,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,5,9,948.595,0.0
1026,High,F,M,0,73069.1,Y,56,170.02,10,42.505,4.2505,1.5,4,18,0.0,8.501
1027,Medium,M,M,1,80000.0,Y,53,15271.53,25,7635.765,763.5765,6.25,4,6,0.0,763.5765
1028,High,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,2,5,0.0,1484.1485
1029,Low,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,3,6,947.0945,0.0
1030,High,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,3,5,0.0,1320.132
1031,Low,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,3,6,1158.616,0.0
1032,Medium,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,1,14,0.0,167.26675
1033,Medium,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,2,11,0.0,167.51675
1034,Low,F,S,0,919.93,N,38,27282.73,93,13641.365,1364.1365,23.25,4,9,1364.1365,0.0
1035,Medium,F,M,2,69486.8,N,31,7720.77,9,1930.1925,193.01925,1.35,3,10,0.0,193.01925
1036,High,F,M,2,24482.8,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1037,Medium,F,M,2,92103.8,N,52,7420.74,7,1855.185,185.5185,1.05,3,10,0.0,185.5185
1038,Low,F,S,2,8392.14,Y,37,25032.5,54,12516.25,1251.625,13.5,4,7,1251.625,0.0
1039,Low,F,S,0,17138.2,N,64,20012.0,84,10006.0,1000.6,21.0,2,6,1000.6,0.0
1040,Medium,F,M,2,47010.1,N,57,2540.25,164,635.0625,63.50625,24.6,3,15,0.0,63.50625
1041,High,F,S,0,67239.4,N,44,12891.29,53,6445.645,644.5645,13.25,2,7,0.0,644.5645
1042,Medium,M,M,1,69406.7,Y,47,6900.69,128,1725.1725,172.51725,19.2,1,10,0.0,172.51725
1043,High,F,M,2,83259.3,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1044,Medium,M,M,1,20818.5,N,13,9130.91,47,2282.7275,228.27275,7.05,4,13,0.0,228.27275
1045,High,F,M,2,2185.6,N,53,7120.71,20,1780.1775,178.01775,3.0,2,18,0.0,356.0355
1046,Low,M,M,1,76511.3,N,62,21682.17,17,10841.085,1084.1085,4.25,5,10,1084.1085,0.0
1047,High,F,M,1,6946.07,N,20,43004.3,8,21502.15,2150.215,2.0,5,10,0.0,2150.215
1048,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,15,0.0,17.25175
1049,High,F,M,2,36660.9,Y,40,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1050,High,F,M,2,68462.8,N,34,24392.44,60,12196.22,1219.622,15.0,2,7,0.0,1219.622
1051,Low,F,M,2,72841.3,N,47,10361.04,72,5180.52,518.052,18.0,2,10,518.052,0.0
1052,Low,M,M,1,63670.8,Y,46,27392.74,51,13696.37,1369.637,12.75,3,9,1369.637,0.0
1053,High,M,M,0,12387.6,N,56,3000.3,65,750.075,75.0075,9.75,5,16,0.0,150.015
1054,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,2,10,0.0,962.096
1055,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,1,10,850.585,0.0
1056,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545,0.0
1057,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,3,5,1093.6095,0.0
1058,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,1,13,0.0,216.27175
1059,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,4,8,0.0,1043.1045
1060,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765,0.0
1061,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,5,5,874.5875,0.0
1062,Medium,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,1,12,0.0,214.5215
1063,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,3,10,557.0555,0.0
1064,Medium,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,5,15,0.0,60.006
1065,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,1,10,0.0,247.52475
1066,Medium,M,S,0,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,15,0.0,139.764
1067,Low,M,S,1,3960.5,N,15,29782.98,66,14891.49,1489.149,16.5,4,9,1489.149,0.0
1068,Low,M,M,0,60101.1,Y,64,27702.77,124,13851.385,1385.1385,31.0,2,5,1385.1385,0.0
1069,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1070,High,F,M,1,13829.4,N,19,42004.2,160,21002.1,2100.21,40.0,5,9,0.0,2100.21
1071,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,4,16,0.0,142.014
1072,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,3,8,1123.1125,0.0
1073,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,5,15,0.0,25.7525
1074,High,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,1,19,0.0,188.019
1075,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,2,7,1044.6045,0.0
1076,High,F,S,0,30000.0,N,23,45004.5,262,22502.25,2250.225,65.5,3,6,0.0,2250.225
1077,Medium,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,6,0.0,1110.111
1078,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,10,586.0585,0.0
1079,Medium,M,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,1,10,0.0,214.0215
